Date,RET_AAPL,RET_MSFT,RET_AMZN,RET_GOOGL,RET_META,RET_NVDA,RET_JPM,RET_V,RET_JNJ,RET_PG,RET_HD,RET_MA,RET_XOM,RET_BAC,RET_PFE,RET_KO,RET_PEP,RET_CVX,RET_MRK,RET_COST,RET_WMT,RET_DIS,Mkt-RF,RF,SMB,HML
2020-11-25,0.746737,0.004688,2.149089,0.013048,-0.480271,2.137726,-1.046062,0.577091,-0.132101,0.267533,0.237825,-0.312515,-2.787040,0.172529,-0.191270,-0.544915,0.090249,-3.639448,-0.099841,0.918736,0.310534,-1.584298,0.020000,0.000000,0.000000,-1.320000
2020-11-27,0.482621,0.635915,0.322444,1.297521,0.805561,0.200226,-0.663775,0.052175,0.222749,-0.050450,0.741003,-0.659211,-1.519232,-0.137790,1.916219,-0.434545,0.305237,-0.900769,-0.249786,0.165073,-0.151472,-1.314619,0.420000,0.000000,0.460000,-1.620000
2020-11-30,2.109953,-0.538997,-0.854373,-1.825393,-0.302378,1.057584,-2.755345,-0.308051,0.472208,0.187549,0.514512,-0.755005,-5.125656,-2.863063,2.900901,-1.319560,-0.255905,-4.523077,0.663625,0.870249,0.784941,0.598102,-0.520000,0.000000,-0.980000,-2.070000
2020-12-01,3.082731,0.999694,1.642659,2.334684,3.458845,-0.085800,1.577898,0.404056,1.914581,0.360069,-0.291994,0.704283,0.970356,1.882130,2.871314,0.852724,1.275761,0.309714,1.442981,1.516630,-0.098178,0.966148,0.990000,0.000000,-0.250000,0.520000
2020-12-02,0.293362,-0.388507,-0.513962,1.649274,0.338505,1.153837,1.920819,-0.482951,0.467952,-0.724702,-1.454005,0.395419,3.740267,1.289644,3.527000,0.134515,-0.992688,2.767303,0.343336,-1.047591,-1.388899,2.790423,0.110000,0.000000,-0.090000,1.070000
2020-12-03,-0.113733,-0.524682,-0.524419,-0.171513,-1.972017,-1.067140,-0.655499,-1.013391,0.580531,-0.737210,-1.091843,-1.493140,0.676011,0.103849,-1.740187,1.285711,0.594035,-0.077862,-0.464359,-2.464149,-0.810526,-0.240855,0.170000,0.000000,0.510000,-0.100000
2020-12-04,-0.561247,0.056005,-0.757833,0.105390,-0.762810,1.211181,0.907282,2.225406,0.852347,0.094670,-1.547704,2.748102,3.655813,1.314442,0.623609,2.027279,0.969184,3.875238,0.601559,-0.165750,-0.261219,0.587300,1.010000,0.000000,1.470000,0.830000
2020-12-07,1.226971,-0.032656,-0.144821,-0.369025,2.102235,0.357690,-0.376025,-0.014097,-0.865099,0.152747,-0.511375,-0.984460,-1.871404,-0.682841,2.255848,-1.597008,-0.329086,-2.701528,0.695679,-0.026786,-0.537225,-0.298441,0.020000,0.000000,0.240000,-1.020000
2020-12-08,0.509103,0.802667,0.610835,-0.313696,-0.763359,-1.886921,0.098486,0.056418,1.731848,0.268726,-0.350290,-0.049872,3.276284,-0.550010,3.175756,0.358541,0.103167,0.859391,0.812017,1.143772,0.904734,0.026037,0.470000,0.000000,1.010000,-0.690000
2020-12-09,-2.090375,-1.948988,-2.300385,-1.847814,-1.933647,-3.140450,-0.778711,-1.499265,1.022796,-1.187966,1.474859,-1.156143,1.325755,-0.449368,-1.668247,0.282076,0.116817,-1.201656,0.348631,-0.876596,-0.789548,0.461869,-1.030000,0.000000,-0.060000,1.280000
2020-12-10,1.198879,-0.604361,-0.087310,-0.574288,-0.287861,0.320944,-0.644355,-0.939968,-0.555181,-0.659774,-0.289948,-1.582297,2.827086,1.076408,-0.286754,-0.525028,-0.700110,3.217604,-0.575054,-0.400759,-0.467095,0.168368,0.240000,0.000000,1.110000,-0.460000
2020-12-11,-0.673466,1.301540,0.481385,0.404499,-1.288263,0.316046,-0.590340,-0.659878,0.459778,0.737955,-0.098175,-1.236714,-0.477173,-1.855050,-1.461766,0.565492,0.207363,-0.964144,-0.036185,0.619676,-0.027196,13.594947,-0.180000,0.000000,-0.360000,-0.730000
2020-12-14,-0.514676,0.440771,1.301170,-1.270000,0.233970,2.270766,-1.053850,0.489707,-2.536781,-0.483482,0.389348,1.139203,-3.607304,-1.225056,-4.644925,-0.149957,-0.510456,-3.255793,-2.417653,-0.191961,-0.918365,-3.653558,-0.260000,0.000000,0.570000,-1.510000
2020-12-15,5.009028,-0.032666,0.258160,0.503333,0.496012,0.388837,1.707511,0.535593,1.006233,0.588892,0.903678,0.754925,1.942217,1.488299,-1.275190,1.070037,0.374415,-0.078247,0.199213,-0.667771,-0.048051,2.740700,1.290000,0.000000,1.060000,0.380000
2020-12-16,-0.054732,2.405065,2.396122,-0.220874,0.043554,-0.883184,0.290892,-0.043206,-0.597718,0.453694,0.600794,-0.464570,1.533472,0.279349,-2.247490,-1.448753,0.082887,-0.760887,-0.807653,-0.656132,-0.103044,-0.471435,0.160000,0.000000,-0.420000,-0.390000
2020-12-17,0.696358,0.063854,-0.150575,-0.949243,-0.431694,0.745684,-0.828702,1.397219,2.639108,0.713917,1.624680,1.445376,-0.503405,0.382998,0.502118,0.395779,0.565972,-0.315721,-0.012535,0.230072,0.460692,0.248400,0.780000,0.000000,0.680000,-0.700000
2020-12-18,-1.585081,-0.378269,-1.063939,-0.821030,0.699508,-0.519050,-0.493031,0.061579,0.579383,0.571438,-1.284795,1.018112,-1.724977,-0.554993,-0.920316,0.882326,0.837253,-1.379938,-0.363346,-0.888485,-0.102652,-0.380297,-0.140000,0.000000,0.060000,-1.170000
2020-12-21,1.239522,1.829919,0.141490,0.483128,-1.306074,0.453948,3.753790,-1.088458,-0.964352,-1.093209,0.199633,-1.751269,-1.825385,3.732141,-0.796196,-1.730577,-1.041309,-1.261597,-0.301758,-0.553144,0.013699,-1.272486,-0.240000,0.000000,0.140000,-0.060000
2020-12-22,2.846456,0.606485,0.010603,-0.826694,-2.089505,-0.405031,-1.521642,-1.516686,-0.196061,-0.705350,-0.350535,-0.637007,-1.692476,-1.782110,-1.712143,-0.094690,-0.949096,-2.009532,0.163938,-0.805509,-1.212602,-0.140608,0.050000,0.000000,1.210000,-1.630000
2020-12-23,-0.697609,-1.303912,-0.662712,0.465620,0.381869,-2.025864,2.794432,-0.262340,-0.510716,-0.153782,-0.085216,-0.905971,1.285112,2.875722,1.905266,0.606534,0.270790,1.576583,0.428129,-0.038692,-0.679552,1.818721,0.110000,0.000000,0.390000,2.030000
2020-12-24,0.771229,0.782725,-0.394942,0.343123,-0.264815,-0.119143,-0.439767,1.656129,0.348816,1.012181,0.411422,2.056321,-0.406959,-0.299488,-0.454056,0.678220,0.450132,-0.420121,0.476441,0.743296,0.195464,0.103716,0.230000,0.000000,-0.400000,-0.190000
2020-12-28,3.576601,0.992165,3.507113,2.295049,3.590146,-0.721523,0.658545,1.883084,0.472253,0.697055,-0.616414,2.520837,0.336541,0.567407,-1.207406,1.347303,1.275326,-0.503910,0.386833,1.777409,1.198602,2.952853,0.490000,0.000000,-0.730000,0.360000
2020-12-29,-1.331497,-0.360076,1.158363,-0.913194,-0.079435,0.335284,-0.263280,0.818327,0.620101,-0.187480,-1.136482,0.635747,-1.126028,-0.398276,0.624673,-0.055393,0.347142,-0.341588,1.205665,0.447351,-0.633533,-0.872191,-0.390000,0.000000,-1.520000,0.240000
2020-12-30,-0.852661,-1.101935,-1.088206,-1.223713,-1.773960,1.564546,0.279958,1.861264,1.239121,-0.469577,-0.349386,2.564473,0.799620,-0.099946,-0.836709,0.572700,-0.074635,0.850957,-1.019373,0.464162,-0.083153,2.182750,0.270000,0.000000,1.010000,0.060000
2020-12-31,-0.770306,0.333818,-0.880137,0.943988,0.474496,-0.690342,1.364082,0.169447,0.852318,0.994412,0.135710,0.390955,-0.913472,1.100740,0.190521,0.734730,0.672054,-1.031291,1.501430,0.622260,-0.020814,0.005509,0.400000,0.000000,-0.860000,0.440000
2021-01-04,-2.471894,-2.126622,-2.158474,-1.512586,-1.544890,0.448094,-0.944354,-0.443477,-0.559159,-0.948694,-0.639981,-1.526866,0.679286,-0.923797,0.000000,-3.792842,-2.717477,0.307879,-1.026894,0.894422,1.651059,-1.931775,-1.410000,0.000000,0.200000,0.570000
2021-01-05,1.236381,0.096463,1.000436,0.806434,0.754803,2.220995,0.544126,-1.492467,1.175707,0.638505,0.807016,-1.157901,4.819281,0.765886,1.032309,-1.099301,0.298053,2.703346,0.172917,-1.160057,-0.532303,0.427732,0.860000,0.000000,1.220000,0.500000
2021-01-06,-3.366171,-2.592935,-2.489661,-0.986754,-2.826876,-5.895300,4.695583,-0.881084,0.941048,1.052646,0.571358,0.037404,2.551712,6.245898,-0.860432,-3.181291,-1.223210,3.218421,1.578315,-1.522376,0.624391,0.381079,0.790000,0.000000,2.140000,3.940000
2021-01-07,3.412337,2.845710,0.757713,2.986870,2.062210,5.783021,3.283934,0.559693,0.337846,-0.934633,-0.489612,0.792260,0.784556,2.208372,0.515321,-1.108479,-0.321828,0.467664,1.990739,-0.567518,-0.006854,-0.301463,1.760000,0.000000,0.320000,-0.810000
2021-01-08,0.863095,0.609283,0.649551,1.323862,-0.435353,-0.503971,0.110395,0.767020,-0.205785,-0.043258,1.062896,1.140452,1.112109,-1.004240,0.188909,2.241800,1.200241,0.953227,-1.178269,0.549057,-0.013617,0.061587,0.510000,0.000000,-0.750000,-1.380000
2021-01-11,-2.324893,-0.969844,-2.151946,-2.310564,-4.010183,2.596649,1.492429,-1.188193,-0.418639,-0.677245,0.795270,-1.596724,3.035643,1.659989,1.723657,-1.722783,-1.449581,0.570904,2.372628,-1.602976,0.450116,0.223858,-0.520000,0.000000,0.260000,1.260000
2021-01-12,-0.139525,-1.177084,0.212580,-1.073866,-2.238743,-1.003942,1.571875,-1.892986,-0.778069,-0.580348,1.880341,-1.516397,2.220338,1.784094,-1.562098,-0.179296,-0.464492,1.899607,-2.247057,0.052207,1.140586,-1.730962,0.370000,0.000000,1.280000,1.240000
2021-01-13,1.622660,0.656034,1.443841,0.565204,0.219044,0.348562,0.092737,0.234597,-0.151776,0.153215,-0.825135,0.994405,1.127795,-0.594176,-0.860650,0.099774,0.820191,-0.096435,-0.902639,0.755076,-1.020325,0.073835,0.060000,0.000000,-0.940000,-0.450000
2021-01-14,-1.512717,-1.534631,-1.213555,-0.934594,-2.384357,-2.449791,0.584241,-3.577735,1.748063,-1.063677,-2.083574,-5.601584,3.903377,1.583979,-0.298421,-1.854074,-0.582074,2.402145,-0.206456,-1.253602,-0.325523,-1.527352,-0.120000,0.000000,2.020000,1.130000
2021-01-15,-1.373049,-0.173698,-0.742460,-0.190680,2.328611,-2.581405,-1.792168,-0.133768,-0.217863,-0.751082,2.701816,-1.122571,-4.810176,-2.883213,-0.136080,-1.076595,-0.261010,-3.560607,1.472583,-0.052429,-1.585372,-1.147436,-0.860000,0.000000,-0.500000,-0.740000
2021-01-19,0.542700,1.782286,0.531852,3.290672,3.874924,1.288940,-0.432796,0.034716,1.547078,-0.875511,-0.870860,0.829072,1.983706,-0.727024,0.081748,-0.390116,0.473886,2.627882,-0.227884,-2.123384,-0.864241,0.478310,0.920000,0.000000,0.880000,-0.790000
2021-01-20,3.285621,3.649962,4.570048,5.357330,2.443508,2.614163,-1.499552,2.157085,-0.245730,-1.250001,0.406332,2.752029,1.412779,-1.312174,-0.626203,0.350451,-0.513882,0.920533,-0.877507,1.926836,1.478512,0.801116,1.270000,0.000000,-0.390000,-1.100000
2021-01-21,3.665848,0.280838,1.336342,0.217017,2.015100,3.753975,-0.838401,-0.422297,-0.400291,-0.098374,1.731657,-0.140357,-2.866971,-1.762533,-0.054802,0.554637,-1.217008,-3.533226,-1.552284,0.415168,-0.453581,-1.359147,-0.040000,0.000000,-0.540000,-0.960000
2021-01-22,1.607326,0.435597,-0.446331,0.446372,0.597366,-1.117709,-0.771372,-1.520898,1.125344,-0.770936,1.773895,-1.629567,-1.413415,-0.692499,0.191892,-0.939756,-0.730632,-0.304308,-0.246375,-0.137826,1.021765,0.875757,-0.070000,0.000000,1.860000,-0.110000
2021-01-25,2.768417,1.584453,0.053764,0.090876,1.278687,-0.432091,-1.248205,-0.514809,1.485740,1.723094,0.380272,0.060790,-1.117415,-1.236120,1.997262,0.598075,1.147280,-0.904857,0.209958,-0.115908,-0.088869,-0.515087,0.290000,0.000000,-0.030000,-0.430000
2021-01-26,0.167918,1.219861,0.975414,0.721635,1.453175,-1.596674,-0.408730,0.512495,2.711178,0.642771,-0.869946,-0.452600,-2.196178,-0.706021,0.080503,1.045507,1.155678,-1.694145,-1.109096,0.856637,0.896056,-1.355530,-0.330000,0.000000,-0.010000,0.040000
2021-01-27,-0.768380,0.245337,-2.812581,-4.665223,-3.513568,-3.851828,-2.827180,-3.484981,-1.525066,-3.538964,-3.025475,-3.725985,-1.133650,-3.587581,-2.867880,-1.541885,-2.651619,-1.298125,-3.962588,-2.353551,-2.487993,-3.851154,-2.530000,0.000000,1.320000,1.550000
2021-01-28,-3.498505,2.589098,0.155912,1.883516,-2.623641,1.031509,1.759744,1.666930,0.762420,1.542303,1.459588,2.786145,1.565597,1.642619,0.027919,1.277562,0.833072,0.929696,1.102871,0.188001,-0.062556,5.428456,0.930000,0.000000,-1.920000,-0.930000
2021-01-29,-3.742063,-2.917172,-0.970465,-1.394338,-2.516996,-0.469271,-1.106740,-2.507322,-3.564657,-1.649265,-2.600275,-2.463950,-2.648700,-2.209751,0.111534,-2.034571,-1.882314,-4.291177,-1.090841,-1.296719,-2.267820,-2.158478,-1.840000,0.000000,0.590000,0.590000
2021-02-01,1.652008,3.315228,4.262990,3.595915,1.424531,1.903406,0.738290,2.644233,-0.257461,0.592746,-0.276900,1.666212,0.178404,1.045535,-0.278558,0.685346,0.300213,1.420208,0.376274,-0.541939,-0.868401,1.664983,1.720000,0.000000,0.930000,-1.470000
2021-02-02,0.633654,-0.058420,1.110421,1.376065,1.935051,2.415593,3.078224,2.142583,-0.897333,-0.139570,0.773863,3.983696,1.580584,3.571422,-2.262561,0.990085,1.022083,0.752217,0.529980,1.443555,1.077051,3.503541,1.480000,0.000000,-0.880000,-1.030000
2021-02-03,-0.777808,1.457150,-1.996157,7.282488,-0.160994,-0.193648,1.145145,-0.616933,-0.465103,0.124255,0.738525,-0.463547,3.922843,1.772486,-0.428722,-0.388072,-0.260169,2.182412,-0.578619,-0.104065,0.305449,-0.299503,0.140000,0.000000,0.410000,0.730000
2021-02-04,2.575768,-0.407409,0.557585,-0.254968,-0.060003,0.988513,2.301301,3.918318,0.928383,0.062013,1.696046,2.406700,1.919039,2.913221,0.143548,0.492117,1.202707,0.044963,-1.668411,0.378023,0.941954,2.153828,1.220000,0.000000,0.390000,0.380000
2021-02-05,-0.309818,0.078491,0.634942,1.714017,0.604154,-0.536080,-0.195266,-0.229386,1.518593,0.418537,0.014325,-0.610271,3.351949,-0.399993,0.085962,1.305858,0.916386,0.292161,-0.302506,-0.191112,1.283927,0.516014,0.570000,0.000000,1.070000,-0.490000
2021-02-08,0.109707,0.111484,-0.871378,-0.206332,-0.566958,6.237609,1.565396,-0.900501,0.285768,-0.308730,0.419573,-0.507743,4.304297,2.224294,-0.286362,0.543792,-0.397283,2.487085,-1.002633,1.312060,0.464115,4.879663,0.960000,0.000000,2.100000,0.390000
2021-02-09,-0.657416,0.536165,-0.539885,-0.437984,1.076590,-1.215492,-0.399544,-0.178834,0.818645,-0.387079,-1.164177,-1.065205,-1.171169,-0.423100,0.430808,-0.440706,-0.569795,-0.568429,0.000000,-0.075042,0.551612,-0.942110,0.050000,0.000000,0.640000,-0.060000
2021-02-10,-0.455806,-0.389717,-0.557341,0.534338,0.898147,3.512523,0.057308,-0.038731,0.324729,-0.349736,0.693738,0.230925,0.967816,0.091041,-0.657719,-0.201203,-1.361040,1.715014,-0.199888,-0.956747,-1.165733,0.754476,-0.080000,0.000000,-0.590000,0.790000
2021-02-11,-0.192035,0.687760,-0.743927,0.108805,-0.544389,3.295127,-0.279245,2.202579,-0.449611,0.085783,-0.584865,2.591187,-2.503945,-0.303220,-0.892355,1.411296,-1.982558,-0.540412,-0.200301,-1.100729,-0.076319,0.674998,0.200000,0.000000,-0.050000,-0.700000
2021-02-12,0.177623,0.204503,0.477597,0.300664,0.040677,-1.898279,1.421668,-0.332274,0.313161,-0.553249,0.162400,-0.545384,1.364393,1.490281,0.842299,0.775357,-0.815004,0.575965,0.347862,0.156155,0.312456,-1.697141,0.490000,0.000000,-0.120000,0.460000
2021-02-16,-1.610409,-0.526564,-0.267262,0.747960,1.282825,2.466387,2.407065,-0.981130,-0.906471,0.235060,-0.763926,0.061564,3.008699,2.697055,-0.086432,-0.828585,0.380970,2.049123,-0.999992,0.354341,0.823696,-0.703352,-0.140000,0.000000,-0.640000,1.930000
2021-02-17,-1.764436,0.435964,1.214159,0.375238,-0.145989,-2.767417,0.311078,-0.187611,0.357413,0.422155,2.008070,-1.137117,1.556500,0.408500,0.576571,-0.278476,0.059528,2.995784,1.737369,1.141267,1.057255,0.048300,-0.200000,0.000000,-0.840000,0.600000
2021-02-18,-0.863610,-0.167901,0.592081,-0.604643,-1.527959,-0.516573,0.337737,0.886714,0.048317,0.832945,0.758191,0.334975,-1.570487,-0.639357,-0.945822,1.276683,0.676755,-0.959124,-0.172064,-0.312815,-6.481000,-1.845106,-0.620000,0.000000,-1.530000,-0.210000
2021-02-19,0.123303,-1.156736,-2.353506,-0.807305,-2.906582,0.657509,1.669090,-2.206813,-1.665322,-1.860576,-1.204705,-1.562944,0.672818,1.023686,-0.347252,-1.299992,-2.112703,0.842099,-1.458700,-0.602388,0.493989,0.355189,0.160000,0.000000,1.770000,0.730000
2021-02-22,-2.979874,-2.680808,-2.128061,-1.654039,-0.470269,-3.823767,0.939036,1.753511,-0.061685,-0.424798,-1.355336,2.248118,3.685324,1.766064,-0.522661,1.037723,-0.392410,2.703553,0.834326,-1.285355,-0.469859,4.416005,-1.110000,0.000000,-0.040000,3.130000
2021-02-23,-0.111106,-0.528787,0.432606,0.285251,2.124250,-1.488908,0.803175,1.819315,-0.883438,0.742599,-3.121252,2.865025,1.381202,1.052636,-1.021593,-0.177764,0.598500,1.260287,-0.520464,-2.301438,-1.612307,2.779523,-0.110000,0.000000,-1.250000,0.890000
2021-02-24,-0.405216,0.548729,-1.094697,1.149925,-0.583014,2.524377,1.759487,3.451023,1.340041,0.109800,-2.720396,4.822779,2.997280,2.421187,-0.471827,0.336384,-0.519651,3.693671,0.040237,-0.423814,-1.668274,0.213102,1.150000,0.000000,1.190000,1.440000
2021-02-25,-3.478261,-2.370507,-3.240039,-3.256522,-3.639675,-8.217819,-1.357190,-2.588529,0.104549,-0.845996,-1.815603,-3.471118,-1.657858,-1.236956,0.207416,-1.064885,-1.582232,-0.929248,0.067066,-1.995890,-0.945869,-3.306170,-2.720000,0.000000,-1.110000,0.880000
2021-02-26,0.223151,1.480445,1.170039,0.295625,1.150434,3.058436,-2.652436,-0.636241,-2.641870,-2.409558,1.210582,-0.203031,-2.492829,-3.395489,-0.975760,-2.352012,-0.623095,-2.296025,-2.680290,-0.868533,-1.538469,-1.015816,-0.280000,0.000000,0.680000,-1.600000
2021-03-01,5.385137,1.962284,1.720380,2.361650,2.829758,0.927844,2.262702,1.996330,0.542692,0.615252,1.269637,2.557568,3.733695,3.111494,0.597186,1.857519,1.106911,2.049997,-0.330458,0.232650,1.116075,3.142198,2.620000,0.000000,1.090000,0.230000
2021-03-02,-2.089355,-1.295673,-1.640426,-0.250280,-2.230946,-3.146274,-0.325567,-0.396996,-0.188321,-0.313788,-0.508361,-0.022042,-0.585114,-0.726442,-0.534275,0.400793,0.344492,0.382166,0.649327,-0.997694,-0.959108,-0.533386,-1.050000,0.000000,-1.090000,1.250000
2021-03-03,-2.445680,-2.698095,-2.893170,-2.570626,-1.386110,-4.486715,1.933195,-0.426370,-1.760776,-0.597264,-1.125676,-0.708339,0.802577,2.504935,2.626088,-0.239491,-1.472475,1.122589,0.617730,-1.382209,-1.936839,-0.866253,-1.550000,0.000000,-0.190000,3.560000
2021-03-04,-1.581166,-0.364738,-0.912816,1.119611,0.873104,-3.393264,-1.536858,-1.559254,-2.016359,-0.820067,-2.498448,-2.984054,3.874720,0.717400,-0.552475,-0.080052,0.556511,0.878477,-1.541621,-1.506547,-0.047051,-2.200144,-1.670000,0.000000,-1.350000,1.700000
2021-03-05,1.073830,2.147934,0.768748,3.104332,2.577205,0.737664,0.232481,1.848725,1.979472,3.135488,1.032171,3.256093,3.781313,1.178118,0.555544,1.702046,3.260132,4.306203,1.330210,-0.539100,1.246776,1.042402,1.870000,0.000000,0.220000,0.620000
2021-03-08,-4.167349,-1.817798,-1.616746,-4.271204,-3.394101,-6.967460,1.325284,2.256177,0.832806,1.055742,2.173400,2.895674,-0.098497,0.541582,-0.116330,1.673552,-0.676561,0.688084,1.422127,-1.859328,-0.960317,6.274007,-0.670000,0.000000,0.600000,3.710000
2021-03-09,4.064960,2.810153,3.756837,1.636877,4.085253,8.033306,-0.706316,0.040850,0.190596,-0.887631,2.289298,1.397698,-1.544269,-2.181572,0.291149,-1.510457,0.090805,-0.227791,-0.040476,2.363377,0.789772,-3.664995,1.770000,0.000000,1.280000,-3.230000
2021-03-10,-0.916670,-0.581747,-0.170102,-0.204380,-0.316124,-0.415336,2.173491,1.275167,0.919468,0.919334,1.112751,1.375766,3.070259,2.890982,1.393308,1.140403,1.005672,1.707764,0.836271,1.584137,2.552585,0.282750,0.670000,0.000000,0.770000,1.820000
2021-03-11,1.650263,2.026520,1.829843,3.160313,3.389965,4.212701,-0.522128,1.335308,-0.006304,-0.337668,0.980352,0.702113,-0.744687,-0.347859,-0.629833,-1.088654,-0.269490,-0.161620,-0.173904,1.488462,-0.037849,0.866403,1.410000,0.000000,1.590000,-2.000000
2021-03-12,-0.762545,-0.581964,-0.774027,-2.406049,-2.000871,-1.058231,1.185830,-0.791501,0.289068,0.969179,1.580795,-0.434465,1.076503,1.879665,0.662625,-0.198195,-0.135106,0.332762,0.838067,0.757659,1.506118,0.208390,0.110000,0.000000,0.140000,1.290000
2021-03-15,2.445700,-0.398751,-0.252794,0.216597,1.993296,2.607722,-0.499523,-0.485824,0.513790,0.327772,1.991937,-0.248225,-2.549628,-0.500780,1.345165,1.330424,-0.007501,-1.174249,2.184977,-0.190276,-0.514485,-0.202879,0.690000,0.000000,-0.120000,-1.270000
2021-03-16,1.274287,1.235045,0.330341,1.433470,2.020079,0.758100,-1.197141,0.640458,0.592187,0.295583,1.270919,0.162410,-2.119561,-0.291380,1.186128,0.372354,0.736652,-2.367370,0.760904,-0.986351,-0.029960,-1.280740,-0.410000,0.000000,-1.090000,-0.850000
2021-03-17,-0.645068,-0.281847,1.418885,-0.080133,1.693621,0.376173,1.029239,-0.747646,-0.371803,-0.403296,-0.726740,-0.967615,0.439853,0.823610,-0.111655,0.039046,-0.291018,0.362337,0.637890,0.592840,-0.832150,0.514826,0.340000,0.000000,0.470000,0.340000
2021-03-18,-3.390505,-2.666219,-3.435878,-2.923805,-1.897796,-4.637848,1.650673,-1.058214,-0.186612,0.218047,1.117760,-3.084415,-4.311936,2.608682,-0.055883,-1.307592,-0.815757,-3.619358,-0.038777,-1.886463,-1.305724,-1.516095,-1.860000,0.000000,-1.740000,2.160000
2021-03-19,-0.448013,-0.160363,1.551191,0.278023,4.123866,0.968733,-1.592141,-6.235825,-0.267969,-0.536137,2.097732,-2.858297,-0.563276,-1.052894,-0.670936,0.474588,1.486480,-0.710741,0.310609,1.836017,1.330661,-0.592876,0.230000,0.000000,1.260000,-0.990000
2021-03-22,2.833575,2.448446,1.167821,0.184023,1.182331,2.650686,-2.687897,0.531666,0.287409,1.695181,-0.055359,0.530120,-1.026736,-2.257996,1.322827,0.373949,2.453510,-0.812518,0.000000,1.696513,0.478218,0.899868,0.560000,0.000000,-1.190000,-2.230000
2021-03-23,-0.688879,0.673776,0.856029,0.523954,-0.991343,-0.875898,-1.000193,0.072119,-0.093430,1.858965,0.359950,-0.873334,-1.234121,-2.018025,-1.777794,0.764705,1.204667,-0.555877,-1.599816,1.748930,1.186084,-2.141455,-1.160000,0.000000,-2.700000,-1.040000
2021-03-24,-1.999362,-0.892340,-1.607330,-0.431077,-2.921228,-3.272583,0.776128,-0.038444,0.972871,-0.030169,0.955266,1.232883,2.028246,0.000000,0.707035,0.252979,-0.466091,2.677261,-0.039338,-0.675784,-0.619668,-2.124737,-0.970000,0.000000,-1.970000,1.460000
2021-03-25,0.416369,-1.325070,-1.321963,-0.003452,-1.205079,-0.852265,1.281365,-0.048068,0.037040,0.694010,1.513211,-0.358686,-0.283992,2.059588,0.168455,0.970483,0.590743,0.353398,-0.222972,2.455304,0.676120,1.185581,0.670000,0.000000,1.680000,1.400000
2021-03-26,0.514117,1.781859,0.189411,-0.380327,1.535470,2.425164,1.665017,2.673462,1.827493,1.475905,2.230963,2.171021,2.723384,2.708467,1.626036,1.960780,2.198648,2.293698,1.735230,1.640042,0.835765,-0.529668,1.560000,0.000000,0.190000,0.680000
2021-03-29,0.148519,-0.524342,0.776531,1.040135,2.756019,0.848971,-1.553931,0.458948,0.673051,1.565146,-0.529931,-0.882200,-0.537160,-0.956597,1.020658,1.527141,1.478625,-0.521036,1.175871,1.173225,1.139643,-0.575498,-0.480000,0.000000,-2.410000,-0.230000
2021-03-30,-1.227451,-1.441085,-0.664560,0.033240,-0.969701,-0.590811,1.178959,-1.216722,-0.620347,-1.541027,0.866965,-1.297825,-1.236945,1.775008,-1.392653,-1.299903,-1.567566,-0.925914,-1.711369,-1.796996,-0.680465,0.367848,-0.030000,0.000000,1.540000,1.010000
2021-03-31,1.876570,1.690749,1.269601,0.784284,2.267372,3.701903,-1.456527,-0.080227,-0.399967,-0.014787,0.141063,-0.600233,-1.517023,-0.769441,0.332306,-0.827837,-0.764689,-1.076184,0.168878,0.780547,0.066319,-0.544383,0.630000,0.000000,1.120000,-2.340000
2021-04-01,0.695853,2.790870,2.162845,3.261060,1.402223,3.472357,0.972214,2.422905,-0.924870,-0.849136,0.819022,2.036201,2.794197,2.067715,0.193225,-0.379427,-0.120184,0.916115,0.000000,0.697904,-0.154624,2.411659,1.270000,0.000000,0.300000,-0.020000
2021-04-05,2.357735,2.772856,2.079405,4.187278,3.431978,1.272475,0.530068,1.005245,0.368491,1.616001,2.485794,1.381811,-1.550790,0.785004,-0.055091,0.571322,1.330702,-1.172574,-0.116715,1.656637,2.809301,-0.248723,1.280000,0.000000,-0.590000,-0.710000
2021-04-06,0.246223,-0.485828,-0.090189,-0.437150,-0.857825,-0.900801,-0.703015,-0.178033,-0.024482,0.036657,-0.513650,0.339380,-0.283179,-0.276383,-0.633950,0.719556,0.356233,-0.889883,-1.571418,-0.194010,0.480562,0.652523,0.000000,0.000000,-0.310000,0.090000
2021-04-07,1.339036,0.823040,1.723734,1.347514,2.230123,2.034398,1.566798,0.283570,0.134655,0.175845,-0.417479,0.408570,0.443749,0.907012,-0.388373,0.169194,-0.180976,0.588928,0.435410,-0.363792,-0.214149,-1.143721,-0.110000,0.000000,-1.590000,0.300000
2021-04-08,1.923363,1.340542,0.607124,0.509165,-0.022359,1.226729,0.122638,0.652142,-0.391168,0.380259,0.627228,1.915599,-1.042613,-0.873865,0.139237,-0.300288,-0.606655,-1.122950,-0.827642,0.671704,-0.064384,-0.127953,0.620000,0.000000,0.590000,-1.170000
2021-04-09,2.025193,1.026655,2.209562,0.899373,-0.178910,0.579730,0.747795,0.824653,-1.055444,-0.648390,1.526610,0.619462,-0.232132,0.730487,1.779772,0.112939,0.021040,-0.097082,1.086253,0.550884,0.050095,0.304275,0.650000,0.000000,-0.640000,0.150000
